id,idade,ocupacao,estado_civil,escolaridade,inadimplencia,saldo_medio,deposito_prazo,emprestimo_habitacional,emprestimo_pessoal,meio_contato,dia_contato,mes_contato,duracao_contato,quantidade_contato,quantidade_dias_contato,quantidade_contato,resultado
2326,37,administracao,solteiro,superior,nao,1000,sim,sim,nao,celular,15,junho,5,1,90,1,sucesso
2327,27,administracao,solteiro,superior,nao,138,sim,nao,nao,celular,15,junho,1,2,-1,0,desconhecido
2328,49,gestao,casado,superior,nao,561,sim,nao,nao,celular,15,junho,3,1,-1,0,desconhecido
2329,26,gestao,solteiro,superior,nao,170,sim,nao,nao,celular,15,junho,2,1,-1,0,desconhecido
2330,28,gestao,solteiro,superior,nao,502,sim,nao,nao,celular,16,junho,2,2,-1,0,desconhecido
2331,33,operario,casado,medio,nao,379,sim,sim,sim,celular,16,junho,4,2,-1,0,desconhecido
2332,31,tecnico,casado,superior,nao,14533,sim,nao,nao,celular,16,junho,4,2,-1,0,desconhecido
2333,32,servicos,casado,medio,nao,689,sim,sim,sim,celular,16,junho,3,3,-1,0,desconhecido
2334,30,tecnico,solteiro,medio,nao,2567,sim,nao,nao,celular,18,junho,14,4,-1,0,desconhecido
2335,34,gestao,casado,superior,nao,443,sim,nao,nao,celular,18,junho,4,3,-1,0,desconhecido
2336,58,operario,casado,fundamental,nao,2074,sim,nao,nao,celular,18,junho,4,2,-1,0,desconhecido
2337,34,gestao,casado,superior,nao,2374,sim,sim,sim,celular,18,junho,4,2,314,2,fracasso
2338,26,servicos,solteiro,medio,nao,1347,sim,nao,nao,telefone,18,junho,5,6,92,5,fracasso
2339,49,gestao,solteiro,superior,nao,7443,sim,nao,nao,telefone,19,junho,5,5,211,2,fracasso
2340,57,gestao,casado,superior,nao,10583,sim,nao,nao,celular,22,junho,5,3,-1,0,desconhecido
2341,83,operario,casado,fundamental,nao,425,sim,nao,nao,telefone,22,junho,15,1,140,1,fracasso
2342,61,gestao,casado,superior,nao,997,sim,nao,nao,celular,22,junho,4,1,104,1,sucesso
2343,64,operario,casado,medio,nao,5966,sim,sim,nao,celular,22,junho,16,1,-1,0,desconhecido
2344,37,administracao,casado,medio,nao,2061,sim,sim,sim,celular,22,junho,8,1,109,3,fracasso
2345,68,operario,casado,medio,nao,0,sim,nao,nao,celular,22,junho,10,1,-1,0,desconhecido
2346,71,operario,casado,superior,nao,2887,sim,nao,nao,celular,30,junho,2,1,-1,0,desconhecido
2347,54,gestao,casado,superior,nao,1464,sim,nao,nao,celular,30,junho,3,1,-1,0,desconhecido
2348,37,gestao,casado,superior,nao,1315,sim,nao,nao,celular,30,junho,4,1,-1,0,desconhecido
2349,22,operario,solteiro,superior,nao,466,sim,nao,nao,celular,30,junho,6,1,-1,0,desconhecido
2350,44,gestao,casado,superior,nao,2383,sim,nao,nao,celular,1,julho,10,2,-1,0,desconhecido
2351,37,operario,casado,superior,nao,1649,sim,nao,sim,celular,1,julho,2,3,-1,0,desconhecido
2352,72,operario,casado,superior,nao,132,sim,nao,nao,celular,1,julho,4,2,65,1,sucesso
2353,69,operario,divorciado,fundamental,nao,482,sim,nao,nao,celular,2,julho,4,2,-1,0,desconhecido
2354,41,operario,casado,medio,nao,203,sim,nao,nao,celular,2,julho,6,2,-1,0,desconhecido
2355,44,operario,casado,medio,nao,88,sim,sim,nao,celular,2,julho,5,1,-1,0,desconhecido
2356,32,servicos,solteiro,medio,nao,2881,sim,nao,nao,celular,2,julho,6,1,-1,0,desconhecido
2357,79,operario,casado,medio,nao,668,sim,nao,nao,telefone,2,julho,6,1,-1,0,desconhecido
2358,33,tecnico,casado,medio,nao,73,sim,sim,nao,celular,2,julho,4,1,-1,0,desconhecido
2359,45,gestao,casado,superior,nao,1309,sim,nao,nao,celular,2,julho,6,1,-1,0,desconhecido
2360,40,gestao,casado,superior,nao,2763,sim,sim,nao,celular,2,julho,9,1,395,2,sucesso
2361,42,operario,casado,medio,nao,2959,sim,sim,nao,telefone,2,julho,12,1,342,1,fracasso
2362,30,tecnico,solteiro,medio,nao,930,sim,nao,nao,celular,2,julho,7,1,-1,0,desconhecido
2363,28,gestao,solteiro,superior,nao,12956,sim,sim,nao,celular,2,julho,16,1,399,3,sucesso
2364,58,operario,divorciado,medio,nao,0,sim,nao,nao,celular,2,julho,8,2,-1,0,desconhecido
2365,39,administracao,divorciado,medio,nao,19,sim,sim,nao,celular,2,julho,8,2,147,5,sucesso
2366,31,operario,casado,medio,nao,625,sim,sim,nao,celular,2,julho,2,2,49,3,fracasso
2367,45,administracao,casado,superior,nao,5511,sim,nao,nao,celular,2,julho,5,1,-1,0,desconhecido
2368,56,operario,casado,fundamental,nao,1137,sim,nao,nao,telefone,2,julho,3,1,-1,0,desconhecido
2369,46,gestao,divorciado,superior,nao,1329,sim,nao,nao,celular,3,julho,4,2,-1,0,desconhecido
2370,56,operario,casado,medio,nao,1044,sim,nao,nao,telefone,3,julho,6,2,-1,0,desconhecido
2371,27,servicos,solteiro,medio,nao,302,sim,nao,nao,celular,3,julho,3,1,-1,0,desconhecido
2372,30,operario,casado,superior,nao,330,sim,nao,nao,celular,3,julho,4,1,80,1,sucesso
2373,26,operario,solteiro,superior,nao,2857,sim,nao,nao,celular,3,julho,7,1,-1,0,desconhecido
2374,35,operario,solteiro,fundamental,nao,68,sim,nao,nao,celular,3,julho,3,1,-1,0,desconhecido
2375,52,operario,casado,fundamental,nao,1524,sim,nao,nao,celular,3,julho,17,6,-1,0,desconhecido
2376,54,administracao,casado,medio,nao,1633,sim,nao,nao,celular,3,julho,7,2,-1,0,desconhecido
2377,41,operario,casado,fundamental,nao,0,sim,nao,nao,celular,3,julho,7,2,389,1,fracasso
2378,24,gestao,solteiro,superior,nao,507,sim,nao,nao,celular,3,julho,4,1,-1,0,desconhecido
2379,28,operario,solteiro,medio,nao,643,sim,nao,nao,celular,3,julho,5,2,-1,0,desconhecido
2380,62,gestao,casado,superior,nao,2785,sim,nao,nao,celular,6,julho,4,3,-1,0,desconhecido
2381,52,tecnico,casado,medio,nao,137,sim,nao,nao,celular,6,julho,4,2,-1,0,desconhecido
2382,23,servicos,solteiro,medio,nao,870,sim,nao,nao,celular,6,julho,5,4,-1,0,desconhecido
2383,82,operario,casado,fundamental,nao,8603,sim,nao,nao,celular,7,julho,7,1,-1,0,desconhecido
2384,63,operario,casado,medio,nao,18016,sim,nao,nao,celular,7,julho,6,1,-1,0,desconhecido
2385,32,administracao,casado,medio,nao,51,sim,sim,sim,celular,7,julho,5,1,-1,0,desconhecido
2386,31,gestao,casado,superior,nao,1032,sim,nao,nao,celular,7,julho,5,1,-1,0,desconhecido
2387,37,servicos,casado,medio,nao,981,sim,nao,nao,celular,7,julho,11,2,386,1,sucesso
2388,40,tecnico,solteiro,superior,nao,431,sim,nao,nao,celular,7,julho,3,2,-1,0,desconhecido
2389,66,operario,casado,medio,nao,203,sim,nao,nao,celular,7,julho,6,1,-1,0,desconhecido
2390,37,gestao,casado,superior,nao,3737,sim,nao,nao,celular,7,julho,4,1,-1,0,desconhecido
2391,38,operario,casado,fundamental,nao,7005,sim,sim,nao,celular,7,julho,6,1,412,1,fracasso
2392,27,operario,solteiro,medio,nao,111,sim,nao,nao,celular,7,julho,8,2,-1,0,desconhecido
2393,58,operario,casado,fundamental,nao,565,sim,nao,nao,telefone,7,julho,15,1,-1,0,desconhecido
2394,49,operario,casado,fundamental,nao,889,sim,nao,nao,telefone,7,julho,6,1,-1,0,desconhecido
2395,31,gestao,solteiro,medio,nao,202,sim,sim,nao,celular,8,julho,3,1,62,1,fracasso
2396,31,gestao,solteiro,superior,nao,307,sim,nao,nao,celular,8,julho,6,1,229,2,fracasso
2397,38,operario,casado,superior,nao,0,sim,nao,nao,celular,8,julho,6,1,385,1,fracasso
2398,79,operario,casado,fundamental,nao,429,sim,nao,nao,telefone,8,julho,17,2,-1,0,desconhecido
2399,71,operario,casado,superior,nao,4388,sim,nao,nao,celular,8,julho,15,2,-1,0,desconhecido
2400,52,tecnico,casado,superior,nao,2557,sim,nao,nao,celular,8,julho,6,1,156,1,fracasso
2401,55,gestao,casado,superior,nao,3122,sim,nao,nao,celular,8,julho,6,1,-1,0,desconhecido
2402,46,operario,casado,medio,nao,922,sim,sim,nao,telefone,8,julho,10,1,-1,0,desconhecido
2403,28,gestao,solteiro,superior,nao,3796,sim,nao,nao,celular,8,julho,5,2,-1,0,desconhecido
2404,22,operario,solteiro,medio,nao,185,sim,nao,nao,celular,8,julho,3,1,-1,0,desconhecido
2405,49,gestao,solteiro,superior,nao,151,sim,sim,nao,celular,8,julho,2,3,-1,0,desconhecido
2406,20,operario,solteiro,superior,nao,829,sim,nao,nao,celular,9,julho,4,2,-1,0,desconhecido
2407,19,operario,solteiro,fundamental,nao,103,sim,nao,nao,celular,10,julho,2,2,-1,0,desconhecido
2408,34,operario,solteiro,fundamental,nao,79,sim,nao,nao,telefone,10,julho,6,4,-1,0,desconhecido
2409,73,gestao,casado,superior,nao,1609,sim,nao,nao,celular,14,julho,3,2,-1,0,desconhecido
2410,27,gestao,solteiro,superior,nao,2489,sim,nao,nao,celular,15,julho,5,2,163,2,fracasso
2411,59,operario,divorciado,fundamental,nao,989,sim,nao,nao,celular,20,julho,2,2,-1,0,desconhecido
2412,25,operario,solteiro,superior,nao,58,sim,nao,nao,celular,24,julho,2,5,-1,0,desconhecido
2413,44,operario,solteiro,superior,nao,323,sim,nao,nao,celular,28,julho,6,2,181,2,fracasso
2414,28,gestao,solteiro,superior,nao,5474,sim,nao,nao,celular,28,julho,8,5,-1,0,desconhecido
2415,25,gestao,solteiro,superior,nao,219,sim,nao,nao,celular,4,agosto,10,1,96,1,sucesso
2416,28,gestao,casado,superior,nao,1240,sim,nao,nao,celular,4,agosto,14,1,-1,0,desconhecido
2417,52,administracao,casado,medio,nao,1228,sim,sim,sim,celular,4,agosto,4,1,-1,0,desconhecido
2418,57,gestao,casado,superior,nao,1660,sim,nao,nao,celular,4,agosto,11,1,-1,0,desconhecido
2419,49,gestao,divorciado,superior,nao,914,sim,nao,nao,celular,4,agosto,3,1,-1,0,desconhecido
2420,33,tecnico,casado,superior,nao,1699,sim,nao,nao,celular,4,agosto,10,1,-1,0,desconhecido
2421,47,tecnico,casado,medio,nao,1167,sim,sim,nao,celular,4,agosto,8,1,96,6,sucesso
2422,68,operario,casado,medio,nao,19317,sim,sim,nao,celular,4,agosto,4,1,-1,0,desconhecido
2423,40,tecnico,solteiro,superior,nao,1646,sim,sim,nao,celular,4,agosto,3,1,92,5,sucesso
2424,46,gestao,casado,superior,nao,242,sim,nao,nao,celular,4,agosto,2,2,96,1,sucesso
2425,29,tecnico,solteiro,medio,nao,382,sim,nao,nao,celular,5,agosto,7,4,-1,0,desconhecido
2426,55,gestao,divorciado,superior,nao,2383,sim,nao,nao,celular,5,agosto,17,2,63,2,sucesso
2427,30,operario,casado,superior,nao,2666,sim,nao,nao,celular,5,agosto,8,2,93,4,sucesso
2428,49,administracao,divorciado,medio,nao,1718,sim,nao,sim,celular,5,agosto,4,1,-1,0,desconhecido
2429,48,gestao,casado,superior,nao,1147,sim,nao,nao,celular,5,agosto,6,1,64,2,sucesso
2430,21,operario,solteiro,medio,nao,216,sim,nao,nao,celular,5,agosto,7,1,-1,0,desconhecido
2431,45,administracao,casado,medio,nao,153,sim,nao,nao,celular,5,agosto,5,1,-1,0,desconhecido
2432,43,gestao,casado,superior,nao,1791,sim,nao,nao,celular,5,agosto,4,1,-1,0,desconhecido
2433,47,gestao,solteiro,superior,nao,86,sim,nao,nao,celular,5,agosto,4,1,97,4,sucesso
2434,27,gestao,solteiro,superior,nao,6791,sim,nao,nao,celular,5,agosto,3,2,69,26,fracasso
2435,20,operario,casado,superior,nao,292,sim,nao,nao,celular,5,agosto,6,2,93,1,fracasso
2436,37,operario,solteiro,superior,nao,1291,sim,nao,nao,celular,5,agosto,2,1,97,2,sucesso
2437,61,gestao,casado,superior,nao,175,sim,nao,nao,telefone,5,agosto,4,2,-1,0,desconhecido
2438,57,servicos,solteiro,medio,nao,0,sim,nao,nao,celular,6,agosto,6,1,-1,0,desconhecido
2439,40,gestao,casado,superior,nao,0,sim,nao,nao,celular,6,agosto,2,2,98,6,sucesso
2440,53,administracao,divorciado,medio,nao,0,sim,sim,sim,celular,6,agosto,24,1,98,2,fracasso
2441,65,operario,casado,superior,nao,4717,sim,nao,nao,telefone,6,agosto,4,1,-1,0,desconhecido
2442,67,operario,casado,superior,nao,701,sim,nao,nao,celular,6,agosto,4,2,-1,0,desconhecido
2443,66,operario,casado,superior,nao,3,sim,nao,nao,celular,6,agosto,9,1,-1,0,desconhecido
2444,67,gestao,casado,superior,nao,405,sim,nao,nao,celular,7,agosto,6,2,-1,0,desconhecido
2445,57,operario,casado,medio,nao,168,sim,nao,nao,celular,7,agosto,6,1,-1,0,desconhecido
2446,38,administracao,casado,superior,nao,4297,sim,nao,nao,celular,7,agosto,3,2,-1,0,desconhecido
2447,56,gestao,divorciado,superior,nao,10532,sim,nao,nao,celular,7,agosto,5,1,-1,0,desconhecido
2448,46,gestao,casado,superior,nao,4693,sim,nao,sim,celular,7,agosto,1,1,394,2,fracasso
2449,69,tecnico,casado,medio,nao,9064,sim,nao,nao,celular,7,agosto,12,1,-1,0,desconhecido
2450,32,servicos,solteiro,medio,nao,6983,sim,nao,nao,celular,7,agosto,4,1,-1,0,desconhecido
2451,72,operario,casado,superior,nao,2,sim,nao,nao,celular,7,agosto,2,2,-1,0,desconhecido
2452,41,administracao,casado,superior,nao,1536,sim,nao,nao,celular,7,agosto,5,1,95,2,fracasso
2453,72,operario,casado,fundamental,nao,1612,sim,nao,nao,celular,7,agosto,9,2,-1,0,desconhecido
2454,33,operario,casado,medio,nao,1211,sim,nao,nao,celular,7,agosto,8,1,-1,0,desconhecido
2455,37,administracao,casado,medio,nao,96,sim,nao,nao,celular,7,agosto,3,1,99,2,sucesso
2456,34,gestao,casado,superior,nao,0,sim,sim,nao,celular,7,agosto,4,1,99,2,sucesso
2457,44,administracao,solteiro,medio,nao,1534,sim,nao,nao,celular,7,agosto,3,1,99,2,fracasso
2458,42,servicos,solteiro,medio,nao,3403,sim,sim,nao,celular,7,agosto,4,1,99,1,fracasso
2459,58,operario,casado,medio,nao,687,sim,sim,nao,celular,7,agosto,4,1,99,2,sucesso
2460,34,tecnico,casado,superior,nao,7050,sim,nao,nao,celular,7,agosto,2,1,-1,0,desconhecido
2461,55,operario,divorciado,medio,nao,538,sim,sim,nao,celular,7,agosto,6,2,-1,0,desconhecido
2462,71,operario,casado,fundamental,nao,2600,sim,nao,nao,celular,7,agosto,4,1,-1,0,desconhecido
2463,23,operario,solteiro,medio,nao,0,sim,nao,nao,celular,7,agosto,4,1,99,7,sucesso
2464,60,gestao,solteiro,superior,nao,1034,sim,sim,nao,celular,7,agosto,4,3,-1,0,desconhecido
2465,18,operario,solteiro,superior,nao,108,sim,nao,nao,celular,10,agosto,3,1,-1,0,desconhecido
2466,54,tecnico,casado,medio,nao,10185,sim,nao,nao,celular,10,agosto,9,1,70,2,fracasso
2467,59,operario,divorciado,superior,nao,3444,sim,nao,nao,celular,10,agosto,4,1,185,2,sucesso
2468,32,operario,solteiro,superior,nao,1815,sim,nao,nao,telefone,10,agosto,4,1,102,2,fracasso
2469,61,operario,divorciado,superior,nao,52587,sim,nao,nao,celular,10,agosto,5,1,-1,0,desconhecido
2470,31,gestao,casado,superior,nao,10884,sim,nao,nao,celular,10,agosto,5,3,98,2,sucesso
2471,42,operario,casado,fundamental,nao,201,sim,sim,nao,celular,11,agosto,4,1,103,3,sucesso
2472,42,operario,casado,superior,nao,190,sim,nao,nao,celular,11,agosto,12,2,-1,0,desconhecido
2473,42,servicos,solteiro,superior,nao,94,sim,sim,nao,celular,11,agosto,3,2,90,4,fracasso
2474,70,operario,divorciado,fundamental,nao,1311,sim,nao,nao,celular,11,agosto,11,1,-1,0,desconhecido
2475,57,tecnico,casado,medio,nao,589,sim,sim,nao,celular,11,agosto,3,1,190,5,fracasso
2476,60,operario,casado,medio,nao,1853,sim,nao,nao,celular,11,agosto,7,1,-1,0,desconhecido
2477,53,operario,divorciado,fundamental,nao,4401,sim,nao,nao,telefone,11,agosto,4,1,-1,0,desconhecido
2478,48,operario,divorciado,medio,nao,201,sim,nao,nao,celular,11,agosto,2,1,-1,0,desconhecido
2479,30,gestao,solteiro,superior,nao,533,sim,nao,nao,celular,11,agosto,4,2,99,4,sucesso
2480,39,gestao,solteiro,superior,nao,3840,sim,sim,nao,celular,11,agosto,5,2,-1,0,desconhecido
2481,42,tecnico,casado,medio,nao,994,sim,sim,nao,celular,11,agosto,2,1,78,5,fracasso
2482,26,administracao,solteiro,medio,nao,96,sim,nao,nao,celular,11,agosto,6,1,70,3,fracasso
2483,46,gestao,casado,superior,nao,1600,sim,sim,sim,celular,11,agosto,21,1,-1,0,desconhecido
2484,40,administracao,solteiro,medio,nao,100,sim,sim,nao,celular,11,agosto,4,1,461,1,sucesso
2485,39,administracao,casado,medio,nao,260,sim,sim,nao,celular,11,agosto,3,2,116,2,fracasso
2486,58,operario,casado,fundamental,nao,1013,sim,sim,nao,celular,11,agosto,3,1,461,1,fracasso
2487,42,operario,casado,medio,nao,413,sim,sim,nao,celular,11,agosto,10,2,-1,0,desconhecido
2488,31,servicos,solteiro,medio,nao,181,sim,nao,nao,celular,12,agosto,3,1,104,1,sucesso
2489,21,operario,solteiro,medio,nao,123,sim,nao,nao,telefone,12,agosto,7,1,-1,0,desconhecido
2490,35,operario,solteiro,superior,nao,353,sim,nao,nao,celular,12,agosto,10,1,-1,0,desconhecido
2491,50,tecnico,divorciado,superior,nao,2794,sim,nao,nao,celular,12,agosto,22,2,-1,0,desconhecido
2492,36,gestao,solteiro,superior,nao,3850,sim,sim,nao,celular,12,agosto,4,2,100,4,fracasso
2493,75,operario,casado,fundamental,nao,2970,sim,nao,nao,celular,12,agosto,11,1,-1,0,desconhecido
2494,20,operario,solteiro,fundamental,nao,6991,sim,nao,nao,celular,12,agosto,3,2,-1,0,desconhecido
2495,57,administracao,solteiro,medio,nao,2223,sim,nao,nao,celular,12,agosto,18,1,-1,0,desconhecido
2496,41,gestao,casado,superior,nao,27696,sim,nao,nao,celular,12,agosto,2,2,104,1,fracasso
2497,59,tecnico,casado,medio,nao,116,sim,nao,nao,celular,12,agosto,7,4,422,3,fracasso
2498,36,gestao,casado,superior,nao,2987,sim,sim,nao,celular,12,agosto,5,1,-1,0,desconhecido
2499,18,operario,solteiro,fundamental,nao,608,sim,nao,nao,celular,12,agosto,4,1,-1,0,desconhecido
2500,34,gestao,solteiro,superior,nao,48,sim,sim,nao,celular,12,agosto,14,3,93,6,fracasso
2501,55,gestao,casado,fundamental,nao,113,sim,nao,nao,celular,12,agosto,5,1,457,3,fracasso
2502,33,operario,solteiro,medio,nao,498,sim,nao,nao,celular,12,agosto,6,2,104,1,sucesso
2503,43,tecnico,casado,superior,nao,2643,sim,nao,nao,celular,12,agosto,3,3,100,5,sucesso
2504,34,servicos,casado,medio,nao,1337,sim,nao,nao,celular,12,agosto,4,2,104,1,sucesso
2505,35,servicos,casado,superior,nao,618,sim,nao,nao,celular,12,agosto,5,1,104,1,sucesso
2506,43,tecnico,solteiro,medio,nao,451,sim,nao,nao,celular,12,agosto,5,2,-1,0,desconhecido
2507,74,operario,casado,fundamental,nao,0,sim,nao,nao,telefone,13,agosto,9,2,-1,0,desconhecido
2508,45,operario,divorciado,fundamental,sim,11,sim,nao,nao,celular,13,agosto,8,5,-1,0,desconhecido
2509,38,operario,casado,medio,nao,1165,sim,sim,nao,celular,13,agosto,13,3,94,10,fracasso
2510,32,gestao,solteiro,superior,nao,2465,sim,nao,nao,celular,13,agosto,7,1,-1,0,desconhecido
2511,29,administracao,solteiro,superior,nao,41,sim,sim,nao,celular,13,agosto,2,2,-1,0,desconhecido
2512,31,administracao,casado,medio,nao,35,sim,nao,nao,celular,13,agosto,5,2,105,1,sucesso
2513,50,servicos,casado,medio,nao,3169,sim,nao,nao,celular,13,agosto,7,1,430,1,fracasso
2514,44,tecnico,divorciado,medio,nao,14,sim,nao,nao,celular,13,agosto,4,1,-1,0,desconhecido
2515,23,operario,solteiro,medio,nao,431,sim,nao,nao,celular,13,agosto,8,2,-1,0,desconhecido
2516,56,gestao,casado,superior,nao,616,sim,nao,nao,celular,13,agosto,5,2,105,2,sucesso
2517,76,operario,casado,fundamental,nao,3324,sim,nao,nao,celular,13,agosto,4,2,192,1,fracasso
2518,28,tecnico,solteiro,medio,nao,113,sim,nao,nao,celular,13,agosto,3,3,105,1,fracasso
2519,34,gestao,solteiro,superior,nao,13014,sim,nao,nao,celular,13,agosto,12,1,-1,0,desconhecido
2520,56,operario,casado,fundamental,nao,9367,sim,nao,nao,celular,13,agosto,5,2,101,2,sucesso
2521,45,gestao,solteiro,superior,nao,2067,sim,sim,nao,celular,13,agosto,7,2,462,1,sucesso
2522,36,tecnico,solteiro,medio,nao,376,sim,nao,nao,celular,13,agosto,8,1,-1,0,desconhecido
2523,57,operario,solteiro,superior,nao,842,sim,nao,nao,celular,13,agosto,5,3,-1,0,desconhecido
2524,49,tecnico,casado,superior,nao,1235,sim,nao,nao,celular,13,agosto,6,3,-1,0,desconhecido
2525,49,gestao,casado,superior,nao,1,sim,nao,nao,telefone,13,agosto,11,2,101,4,sucesso
2526,37,gestao,casado,superior,nao,1276,sim,nao,nao,celular,14,agosto,3,2,-1,0,desconhecido
2527,46,operario,solteiro,superior,nao,44,sim,nao,nao,celular,14,agosto,4,1,-1,0,desconhecido
2528,26,administracao,solteiro,medio,nao,255,sim,nao,nao,celular,14,agosto,3,2,106,2,sucesso
2529,47,operario,casado,medio,nao,926,sim,nao,nao,celular,14,agosto,7,1,403,5,sucesso
2530,36,gestao,casado,fundamental,nao,1506,sim,nao,nao,celular,14,agosto,5,3,-1,0,desconhecido
2531,37,operario,solteiro,superior,nao,444,sim,nao,nao,celular,14,agosto,2,1,102,5,sucesso
2532,62,gestao,casado,superior,nao,557,sim,nao,nao,celular,14,agosto,3,1,-1,0,desconhecido
2533,26,operario,solteiro,medio,nao,535,sim,nao,nao,celular,14,agosto,2,1,-1,0,desconhecido
2534,45,gestao,casado,superior,nao,2671,sim,nao,nao,celular,14,agosto,2,4,-1,0,desconhecido
2535,63,tecnico,casado,medio,nao,896,sim,sim,nao,celular,14,agosto,5,2,-1,0,desconhecido
2536,25,gestao,solteiro,superior,nao,528,sim,nao,nao,celular,14,agosto,3,1,-1,0,desconhecido
2537,60,operario,casado,superior,nao,209,sim,nao,nao,celular,14,agosto,7,3,106,1,fracasso
2538,44,gestao,casado,superior,nao,226,sim,sim,nao,celular,14,agosto,3,3,270,3,fracasso
2539,33,operario,solteiro,superior,nao,1974,sim,nao,nao,celular,14,agosto,8,2,191,1,fracasso
2540,39,operario,casado,superior,nao,942,sim,sim,nao,celular,14,agosto,15,3,267,1,fracasso
2541,46,operario,casado,superior,nao,336,sim,sim,nao,celular,14,agosto,4,3,457,1,fracasso
2542,42,administracao,casado,fundamental,nao,-306,sim,sim,nao,celular,17,agosto,5,1,459,1,sucesso
2543,56,gestao,casado,superior,nao,4623,sim,nao,nao,celular,17,agosto,6,1,-1,0,desconhecido
2544,82,operario,casado,medio,nao,276,sim,nao,nao,telefone,17,agosto,3,1,-1,0,desconhecido
2545,77,operario,casado,superior,nao,0,sim,nao,nao,celular,17,agosto,5,1,-1,0,desconhecido
2546,36,servicos,solteiro,superior,nao,1189,sim,nao,nao,celular,17,agosto,4,1,-1,0,desconhecido
2547,35,gestao,solteiro,superior,nao,431,sim,nao,nao,celular,17,agosto,6,2,397,1,fracasso
2548,50,tecnico,casado,medio,nao,2218,sim,sim,nao,celular,17,agosto,12,1,-1,0,desconhecido
2549,62,operario,casado,medio,nao,1495,sim,nao,nao,celular,17,agosto,10,1,196,1,sucesso
2550,26,gestao,solteiro,superior,nao,828,sim,sim,nao,celular,17,agosto,3,1,199,1,fracasso
2551,55,gestao,casado,superior,nao,12972,sim,nao,nao,telefone,18,agosto,3,1,-1,0,desconhecido
2552,22,operario,solteiro,medio,nao,948,sim,nao,nao,telefone,18,agosto,4,1,197,2,fracasso
2553,30,operario,solteiro,medio,nao,48,sim,nao,nao,celular,18,agosto,3,1,173,1,fracasso
2554,34,operario,casado,superior,nao,0,sim,nao,nao,celular,18,agosto,2,1,84,2,fracasso
2555,31,gestao,casado,superior,nao,537,sim,sim,nao,celular,18,agosto,4,1,-1,0,desconhecido
2556,55,tecnico,casado,medio,nao,1938,sim,nao,sim,celular,18,agosto,3,1,386,3,sucesso
2557,49,tecnico,solteiro,medio,nao,9131,sim,sim,nao,celular,18,agosto,9,1,461,5,fracasso
2558,67,operario,divorciado,superior,nao,443,sim,nao,nao,celular,18,agosto,7,1,-1,0,desconhecido
2559,43,administracao,casado,medio,nao,132,sim,nao,nao,celular,19,agosto,10,1,84,3,sucesso
2560,25,tecnico,solteiro,superior,nao,3411,sim,nao,nao,celular,19,agosto,4,2,-1,0,desconhecido
2561,59,operario,divorciado,medio,nao,1,sim,nao,nao,celular,19,agosto,6,1,-1,0,desconhecido
2562,44,administracao,casado,medio,nao,10905,sim,nao,nao,celular,19,agosto,4,2,271,1,fracasso
2563,42,gestao,casado,superior,nao,976,sim,nao,nao,celular,19,agosto,3,1,-1,0,desconhecido
2564,29,gestao,solteiro,superior,nao,2531,sim,nao,nao,celular,19,agosto,11,1,-1,0,desconhecido
2565,32,gestao,casado,superior,nao,1270,sim,nao,nao,celular,19,agosto,4,3,-1,0,desconhecido
2566,30,gestao,solteiro,superior,nao,5359,sim,nao,nao,celular,19,agosto,2,1,84,2,sucesso
2567,38,tecnico,casado,medio,nao,10596,sim,nao,nao,celular,19,agosto,3,1,197,4,fracasso
2568,22,operario,solteiro,superior,nao,691,sim,nao,nao,celular,19,agosto,6,1,-1,0,desconhecido
2569,25,operario,solteiro,superior,nao,347,sim,nao,nao,celular,20,agosto,4,1,-1,0,desconhecido
2570,34,operario,solteiro,superior,nao,9962,sim,nao,nao,celular,20,agosto,8,1,-1,0,desconhecido
2571,27,tecnico,solteiro,superior,nao,11862,sim,nao,nao,celular,20,agosto,4,1,87,6,fracasso
2572,35,gestao,solteiro,superior,nao,1756,sim,nao,nao,celular,20,agosto,3,1,-1,0,desconhecido
2573,45,operario,casado,medio,nao,4068,sim,nao,nao,celular,20,agosto,3,1,-1,0,desconhecido
2574,42,gestao,casado,fundamental,nao,5310,sim,sim,nao,celular,20,agosto,5,1,90,3,sucesso
2575,20,operario,solteiro,medio,nao,215,sim,nao,nao,celular,21,agosto,4,4,183,1,fracasso
2576,60,administracao,casado,medio,nao,106,sim,nao,nao,celular,21,agosto,4,3,91,1,sucesso
2577,47,gestao,casado,superior,nao,0,sim,nao,sim,celular,21,agosto,6,1,-1,0,desconhecido
2578,25,operario,solteiro,medio,nao,469,sim,nao,nao,celular,21,agosto,5,1,86,1,fracasso
2579,65,operario,casado,medio,nao,2326,sim,nao,sim,celular,21,agosto,5,1,-1,0,desconhecido
2580,50,tecnico,casado,medio,nao,3370,sim,nao,nao,celular,21,agosto,9,2,80,2,sucesso
2581,22,operario,solteiro,medio,nao,144,sim,nao,nao,celular,21,agosto,2,1,-1,0,desconhecido
2582,43,administracao,solteiro,medio,nao,733,sim,sim,nao,celular,21,agosto,2,1,88,4,sucesso
2583,53,operario,divorciado,superior,nao,-309,sim,sim,nao,celular,21,agosto,6,2,428,2,sucesso
2584,71,operario,divorciado,medio,nao,5584,sim,nao,nao,celular,21,agosto,9,3,-1,0,desconhecido
2585,28,operario,casado,medio,nao,61,sim,sim,nao,celular,21,agosto,12,1,109,3,sucesso
