id,idade,ocupacao,estado_civil,escolaridade,inadimplencia,deposito_prazo,saldo_medio,emprestimo_habitacional,emprestimo_pessoal,meio_contato,dia_contato,mes_contato,duracao_contato,quantidade_contato_atual,quantidade_dias_contato,quantidade_contato_anterior,resultado
2368,50,tecnico,casado,medio,nao,sim,3370,nao,nao,celular,21,agosto,9,2,80,2,sucesso
2369,22,operario,solteiro,medio,nao,sim,144,nao,nao,celular,21,agosto,2,1,-1,0,desconhecido
2370,53,operario,divorciado,superior,nao,sim,-309,sim,nao,celular,21,agosto,6,2,428,2,sucesso
2371,71,operario,divorciado,medio,nao,sim,5584,nao,nao,celular,21,agosto,9,3,-1,0,desconhecido
2372,59,operario,casado,medio,nao,sim,1047,nao,nao,celular,21,agosto,7,1,184,3,sucesso
2373,29,gestao,solteiro,superior,nao,sim,265,nao,nao,celular,24,agosto,2,2,94,1,sucesso
2374,51,tecnico,casado,medio,nao,sim,117,nao,nao,celular,24,agosto,8,2,88,4,fracasso
2375,37,operario,casado,fundamental,nao,sim,106,sim,nao,celular,25,agosto,9,1,392,13,fracasso
2376,37,tecnico,casado,superior,nao,sim,127,sim,nao,celular,25,agosto,3,1,193,1,sucesso
2377,64,operario,casado,superior,nao,sim,380,nao,nao,celular,25,agosto,8,1,-1,0,desconhecido
2378,36,gestao,casado,superior,nao,sim,255,nao,nao,celular,25,agosto,4,6,95,4,sucesso
2379,43,servicos,casado,medio,nao,sim,2145,nao,nao,celular,25,agosto,5,2,95,4,sucesso
2380,63,operario,casado,fundamental,nao,sim,91,nao,nao,telefone,26,agosto,2,3,-1,0,desconhecido
2381,70,operario,casado,medio,nao,sim,1853,nao,nao,telefone,26,agosto,5,1,-1,0,desconhecido
2382,60,tecnico,solteiro,fundamental,nao,sim,11262,nao,nao,celular,26,agosto,5,1,-1,0,desconhecido
2383,86,operario,divorciado,fundamental,nao,sim,0,nao,nao,telefone,26,agosto,3,1,-1,0,desconhecido
2384,60,operario,casado,superior,nao,sim,108,nao,nao,celular,26,agosto,10,1,-1,0,desconhecido
2385,43,gestao,solteiro,superior,nao,sim,1696,sim,nao,celular,26,agosto,4,1,474,3,fracasso
2386,28,gestao,solteiro,superior,nao,sim,223,sim,nao,telefone,27,agosto,3,2,119,1,fracasso
2387,36,operario,solteiro,medio,nao,sim,40,sim,nao,celular,27,agosto,4,3,475,4,sucesso
2388,66,operario,casado,medio,nao,sim,2048,nao,nao,celular,27,agosto,4,1,-1,0,desconhecido
2389,33,tecnico,solteiro,superior,nao,sim,3689,nao,nao,celular,27,agosto,7,3,-1,0,desconhecido
2390,36,tecnico,solteiro,medio,nao,sim,539,sim,nao,celular,27,agosto,7,2,477,1,fracasso
2391,29,tecnico,solteiro,medio,nao,sim,590,nao,nao,celular,27,agosto,1,1,94,1,sucesso
2392,62,operario,casado,medio,nao,sim,780,nao,nao,celular,28,agosto,3,2,-1,0,desconhecido
2393,34,operario,casado,medio,nao,sim,1464,sim,nao,celular,28,agosto,3,3,130,5,fracasso
2394,29,operario,solteiro,superior,nao,sim,1311,nao,nao,celular,28,agosto,10,1,-1,0,desconhecido
2395,30,gestao,casado,superior,nao,sim,7,sim,nao,celular,28,agosto,3,1,164,4,fracasso
2396,32,tecnico,casado,superior,nao,sim,636,sim,nao,celular,28,agosto,6,1,116,4,sucesso
2397,39,operario,solteiro,fundamental,nao,sim,24277,nao,nao,celular,28,agosto,4,1,-1,0,desconhecido
2398,55,administracao,divorciado,medio,nao,sim,1872,nao,nao,celular,28,agosto,3,2,93,8,fracasso
2399,36,gestao,solteiro,superior,nao,sim,490,nao,nao,celular,28,agosto,3,8,98,1,fracasso
2400,27,operario,solteiro,superior,nao,sim,118,nao,nao,celular,31,agosto,3,3,98,1,fracasso
2401,45,gestao,casado,superior,nao,sim,4119,sim,sim,telefone,31,agosto,8,2,283,1,sucesso
2402,55,gestao,casado,superior,nao,sim,1504,sim,nao,celular,31,agosto,3,3,101,2,sucesso
2403,52,operario,casado,medio,nao,sim,2087,sim,nao,celular,31,agosto,4,1,474,1,fracasso
2404,49,gestao,solteiro,superior,nao,sim,5689,nao,nao,celular,31,agosto,8,1,97,3,fracasso
2405,30,operario,casado,fundamental,nao,sim,201,sim,nao,celular,31,agosto,4,1,157,12,fracasso
2406,39,gestao,casado,superior,nao,sim,119,sim,nao,celular,1,setembro,4,2,476,4,sucesso
2407,48,gestao,divorciado,superior,nao,sim,17964,sim,nao,celular,1,setembro,2,1,98,5,sucesso
2408,36,gestao,casado,superior,nao,sim,1113,nao,nao,celular,1,setembro,4,1,-1,0,desconhecido
2409,27,administracao,casado,medio,nao,sim,1596,nao,nao,celular,1,setembro,1,1,-1,0,desconhecido
2410,51,gestao,casado,superior,nao,sim,2635,nao,nao,celular,1,setembro,3,1,98,2,fracasso
2411,48,tecnico,casado,medio,nao,sim,568,sim,nao,celular,2,setembro,6,2,386,1,sucesso
2412,70,operario,casado,medio,nao,sim,2626,nao,nao,celular,2,setembro,2,2,-1,0,desconhecido
2413,63,operario,casado,medio,nao,sim,4752,nao,nao,celular,2,setembro,4,2,-1,0,desconhecido
2414,34,servicos,solteiro,medio,nao,sim,528,sim,nao,celular,2,setembro,2,3,100,5,fracasso
2415,46,administracao,casado,superior,nao,sim,2552,nao,nao,celular,3,setembro,4,1,94,8,sucesso
2416,31,operario,solteiro,superior,nao,sim,3343,nao,nao,celular,3,setembro,6,1,94,1,sucesso
2417,32,administracao,casado,medio,nao,sim,995,nao,nao,celular,3,setembro,6,1,99,2,fracasso
2418,30,administracao,solteiro,medio,nao,sim,0,nao,nao,celular,4,setembro,5,3,-1,0,desconhecido
2419,55,gestao,casado,fundamental,nao,sim,2587,nao,nao,celular,4,setembro,5,2,94,2,sucesso
2420,57,gestao,divorciado,superior,nao,sim,6468,sim,nao,celular,4,setembro,12,1,157,4,fracasso
2421,59,administracao,solteiro,medio,nao,sim,4744,nao,nao,celular,4,setembro,15,1,-1,0,desconhecido
2422,26,tecnico,solteiro,medio,nao,sim,1231,sim,nao,celular,4,setembro,4,1,93,7,sucesso
2423,73,operario,casado,superior,nao,sim,3443,nao,nao,telefone,4,setembro,13,3,-1,0,desconhecido
2424,30,administracao,solteiro,medio,nao,sim,2568,nao,nao,celular,4,setembro,9,1,100,4,fracasso
2425,36,tecnico,casado,superior,nao,sim,1354,nao,nao,celular,7,setembro,5,3,97,2,sucesso
2426,63,operario,casado,superior,nao,sim,1795,nao,nao,celular,7,setembro,4,1,-1,0,desconhecido
2427,52,tecnico,casado,medio,nao,sim,0,sim,nao,celular,7,setembro,4,1,294,1,fracasso
2428,34,gestao,solteiro,superior,nao,sim,268,nao,nao,celular,7,setembro,10,1,-1,0,desconhecido
2429,31,gestao,solteiro,superior,nao,sim,924,nao,nao,celular,7,setembro,4,1,94,3,sucesso
2430,47,operario,solteiro,fundamental,nao,sim,3033,nao,nao,celular,8,setembro,5,1,-1,0,desconhecido
2431,50,administracao,casado,superior,nao,sim,6574,nao,nao,celular,8,setembro,8,1,92,3,sucesso
2432,70,operario,divorciado,medio,nao,sim,0,nao,nao,celular,8,setembro,3,1,-1,0,desconhecido
2433,33,operario,casado,medio,nao,sim,409,nao,nao,celular,8,setembro,3,1,97,4,sucesso
2434,24,tecnico,solteiro,medio,nao,sim,726,nao,nao,celular,8,setembro,7,2,-1,0,desconhecido
2435,25,administracao,solteiro,medio,nao,sim,1871,nao,nao,celular,8,setembro,4,1,96,1,sucesso
2436,26,gestao,solteiro,superior,nao,sim,1094,sim,nao,celular,8,setembro,2,1,-1,0,desconhecido
2437,32,gestao,solteiro,superior,nao,sim,2915,nao,nao,celular,8,setembro,9,1,131,2,fracasso
2438,25,operario,solteiro,superior,nao,sim,480,nao,nao,celular,8,setembro,2,1,-1,0,desconhecido
2439,58,gestao,casado,superior,nao,sim,1227,nao,nao,celular,8,setembro,7,2,95,1,sucesso
2440,42,gestao,casado,superior,nao,sim,1205,nao,nao,telefone,8,setembro,6,2,-1,0,desconhecido
2441,30,operario,solteiro,medio,nao,sim,161,nao,sim,telefone,8,setembro,5,3,-1,0,desconhecido
2442,79,operario,casado,medio,nao,sim,723,nao,nao,telefone,9,setembro,5,1,79,3,fracasso
2443,70,operario,casado,fundamental,nao,sim,6538,nao,nao,celular,9,setembro,7,1,-1,0,desconhecido
2444,30,gestao,solteiro,superior,nao,sim,147,nao,nao,celular,9,setembro,4,1,100,1,fracasso
2445,60,operario,casado,medio,nao,sim,0,nao,nao,celular,9,setembro,7,1,-1,0,desconhecido
2446,51,operario,casado,medio,nao,sim,1416,nao,nao,celular,9,setembro,6,1,-1,0,desconhecido
2447,71,operario,casado,superior,nao,sim,14220,sim,nao,celular,9,setembro,7,1,-1,0,desconhecido
2448,31,gestao,solteiro,superior,nao,sim,12569,nao,nao,celular,9,setembro,6,1,295,1,fracasso
2449,32,administracao,solteiro,medio,nao,sim,555,sim,nao,celular,9,setembro,6,1,-1,0,desconhecido
2450,45,gestao,casado,superior,nao,sim,786,nao,nao,celular,10,setembro,1,3,-1,0,desconhecido
2451,53,operario,casado,fundamental,nao,sim,27,sim,nao,telefone,10,setembro,4,3,-1,0,desconhecido
2452,38,operario,solteiro,superior,nao,sim,0,nao,nao,celular,11,setembro,4,3,95,3,sucesso
2453,56,administracao,solteiro,medio,nao,sim,2815,sim,nao,celular,11,setembro,4,1,-1,0,desconhecido
2454,42,tecnico,casado,medio,nao,sim,3082,nao,nao,celular,11,setembro,5,1,-1,0,desconhecido
2455,47,tecnico,casado,medio,nao,sim,1233,sim,nao,desconhecido,11,setembro,2,1,100,2,fracasso
2456,73,operario,casado,superior,nao,sim,739,nao,nao,celular,11,setembro,4,1,-1,0,desconhecido
2457,73,operario,casado,superior,nao,sim,1843,nao,nao,celular,11,setembro,2,2,-1,0,desconhecido
2458,28,operario,solteiro,medio,nao,sim,322,nao,nao,telefone,11,setembro,4,2,95,3,fracasso
2459,46,gestao,casado,superior,nao,sim,7331,nao,nao,celular,11,setembro,11,4,95,2,fracasso
2460,74,operario,casado,fundamental,nao,sim,1765,nao,nao,telefone,11,setembro,5,2,-1,0,desconhecido
2461,71,operario,divorciado,superior,sim,sim,1236,sim,nao,celular,14,setembro,6,4,-1,0,desconhecido
2462,73,operario,casado,fundamental,nao,sim,934,nao,nao,celular,14,setembro,16,5,-1,0,desconhecido
2463,47,tecnico,divorciado,medio,nao,sim,1013,nao,nao,celular,15,setembro,3,1,92,3,fracasso
2464,49,tecnico,divorciado,superior,nao,sim,596,sim,nao,telefone,15,setembro,12,1,-1,0,desconhecido
2465,40,administracao,casado,medio,nao,sim,4775,nao,nao,celular,15,setembro,4,1,-1,0,desconhecido
2466,57,operario,casado,fundamental,nao,sim,3109,nao,nao,celular,15,setembro,2,2,105,2,sucesso
2467,34,operario,casado,medio,nao,sim,262,nao,nao,celular,15,setembro,1,2,106,1,sucesso
2468,56,servicos,casado,medio,nao,sim,654,nao,nao,celular,15,setembro,15,1,-1,0,desconhecido
2469,32,tecnico,solteiro,superior,nao,sim,1855,nao,nao,celular,15,setembro,2,2,134,1,fracasso
2470,50,gestao,divorciado,superior,nao,sim,810,nao,nao,celular,15,setembro,2,1,103,3,sucesso
2471,26,gestao,solteiro,superior,nao,sim,362,nao,nao,celular,15,setembro,15,1,104,2,sucesso
2472,40,tecnico,casado,superior,nao,sim,1293,nao,nao,celular,16,setembro,28,3,105,2,sucesso
2473,52,operario,casado,fundamental,nao,sim,10943,nao,nao,celular,16,setembro,5,1,-1,0,desconhecido
2474,38,tecnico,casado,medio,nao,sim,4539,nao,nao,celular,16,setembro,6,1,-1,0,desconhecido
2475,46,gestao,casado,superior,nao,sim,2817,nao,nao,celular,17,setembro,9,1,-1,0,desconhecido
2476,25,gestao,solteiro,superior,nao,sim,808,nao,nao,celular,18,setembro,4,2,114,2,fracasso
2477,70,operario,casado,superior,nao,sim,44,nao,nao,celular,18,setembro,18,2,88,2,fracasso
2478,83,operario,casado,fundamental,nao,sim,425,nao,nao,telefone,22,setembro,13,1,92,2,sucesso
2479,45,operario,casado,medio,nao,sim,10252,nao,nao,celular,22,setembro,3,1,141,2,sucesso
2480,37,administracao,solteiro,superior,nao,sim,1000,sim,nao,celular,22,setembro,4,1,99,2,sucesso
2481,71,operario,divorciado,medio,nao,sim,4380,nao,nao,celular,22,setembro,6,1,-1,0,desconhecido
2482,27,gestao,solteiro,superior,nao,sim,20585,nao,nao,celular,23,setembro,5,1,100,1,sucesso
2483,47,administracao,casado,medio,nao,sim,2601,nao,nao,celular,24,setembro,4,1,-1,0,desconhecido
2484,42,gestao,divorciado,superior,nao,sim,238,nao,nao,celular,25,setembro,12,1,-1,0,desconhecido
2485,77,operario,divorciado,medio,nao,sim,0,nao,nao,celular,25,setembro,4,1,-1,0,desconhecido
2486,61,gestao,casado,superior,nao,sim,3371,nao,nao,celular,28,setembro,5,2,-1,0,desconhecido
2487,34,gestao,casado,superior,nao,sim,16,sim,nao,telefone,29,setembro,5,1,119,1,fracasso
2488,40,operario,casado,medio,nao,sim,1451,nao,nao,celular,30,setembro,2,1,121,1,sucesso
2489,84,operario,casado,medio,nao,sim,0,nao,nao,telefone,30,setembro,17,2,-1,0,desconhecido
2490,26,operario,solteiro,medio,nao,sim,132,nao,nao,celular,1,outubro,3,1,119,1,sucesso
2491,28,gestao,solteiro,superior,nao,sim,6784,nao,nao,celular,1,outubro,8,1,115,3,fracasso
2492,54,gestao,casado,superior,nao,sim,1464,nao,nao,celular,2,outubro,3,2,94,1,sucesso
2493,54,gestao,casado,superior,nao,sim,8295,nao,nao,celular,2,outubro,14,2,119,1,sucesso
2494,61,operario,casado,medio,nao,sim,2917,nao,nao,celular,6,outubro,4,1,-1,0,desconhecido
2495,30,tecnico,solteiro,medio,nao,sim,158,nao,nao,celular,6,outubro,2,1,-1,0,desconhecido
2496,60,operario,casado,fundamental,nao,sim,1588,nao,nao,celular,6,outubro,12,1,-1,0,desconhecido
2497,33,gestao,solteiro,superior,nao,sim,5437,nao,nao,celular,7,outubro,3,1,58,3,fracasso
2498,25,administracao,solteiro,superior,nao,sim,1185,nao,nao,celular,7,outubro,5,1,114,1,fracasso
2499,54,operario,casado,superior,nao,sim,895,nao,nao,celular,7,outubro,6,1,-1,0,desconhecido
2500,24,operario,solteiro,medio,nao,sim,1857,sim,nao,celular,8,outubro,2,1,92,5,fracasso
2501,36,tecnico,casado,superior,nao,sim,4596,sim,nao,celular,8,outubro,4,2,175,2,sucesso
2502,58,operario,casado,fundamental,nao,sim,565,nao,nao,telefone,8,outubro,3,1,93,1,sucesso
2503,33,gestao,solteiro,superior,nao,sim,1781,nao,nao,celular,8,outubro,10,2,183,1,sucesso
2504,27,administracao,casado,medio,nao,sim,3415,nao,nao,celular,9,outubro,4,3,184,1,sucesso
2505,60,administracao,divorciado,medio,nao,sim,12039,nao,nao,telefone,12,outubro,4,1,187,1,sucesso
2506,56,operario,casado,medio,nao,sim,12,nao,nao,celular,12,outubro,9,3,187,1,fracasso
2507,73,operario,divorciado,medio,nao,sim,7111,sim,nao,celular,12,outubro,2,1,-1,0,desconhecido
2508,67,gestao,divorciado,superior,nao,sim,361,nao,nao,celular,13,outubro,7,2,-1,0,desconhecido
2509,51,operario,divorciado,superior,nao,sim,2109,nao,nao,celular,13,outubro,1,2,-1,0,desconhecido
2510,48,gestao,casado,superior,nao,sim,1093,sim,sim,celular,13,outubro,20,2,-1,0,desconhecido
2511,61,operario,divorciado,superior,nao,sim,6,sim,nao,celular,13,outubro,4,1,182,2,sucesso
2512,36,administracao,divorciado,medio,nao,sim,592,nao,nao,celular,13,outubro,3,2,99,5,fracasso
2513,83,operario,solteiro,fundamental,nao,sim,1965,nao,nao,telefone,13,outubro,17,3,-1,0,desconhecido
2514,50,gestao,casado,fundamental,nao,sim,313,nao,nao,telefone,14,outubro,16,1,-1,0,desconhecido
2515,66,operario,casado,fundamental,nao,sim,40,nao,nao,telefone,14,outubro,5,2,-1,0,desconhecido
2516,58,tecnico,casado,fundamental,nao,sim,4198,nao,nao,celular,15,outubro,7,5,246,5,fracasso
2517,54,operario,casado,fundamental,nao,sim,1311,nao,nao,telefone,15,outubro,8,3,184,3,fracasso
2518,26,administracao,solteiro,medio,nao,sim,766,nao,nao,celular,15,outubro,8,2,-1,0,desconhecido
2519,43,servicos,casado,fundamental,nao,sim,2557,sim,nao,telefone,15,outubro,3,3,183,5,sucesso
2520,40,operario,solteiro,superior,nao,sim,79,nao,nao,celular,15,outubro,10,1,135,1,fracasso
2521,57,gestao,casado,superior,nao,sim,1318,nao,nao,celular,16,outubro,2,1,185,2,fracasso
2522,77,operario,casado,superior,nao,sim,0,nao,nao,celular,16,outubro,14,1,60,1,sucesso
2523,31,gestao,casado,superior,nao,sim,6138,nao,nao,celular,16,outubro,3,2,119,5,fracasso
2524,50,gestao,casado,superior,nao,sim,469,nao,nao,celular,16,outubro,3,1,183,1,sucesso
2525,27,gestao,casado,superior,nao,sim,893,nao,nao,celular,16,outubro,3,2,-1,0,desconhecido
2526,44,tecnico,solteiro,superior,nao,sim,643,nao,nao,celular,16,outubro,5,1,143,3,fracasso
2527,40,tecnico,casado,medio,nao,sim,2338,nao,nao,celular,16,outubro,12,2,-1,0,desconhecido
2528,61,gestao,casado,superior,nao,sim,0,nao,nao,celular,16,outubro,2,2,-1,0,desconhecido
2529,61,tecnico,divorciado,medio,nao,sim,6481,nao,nao,celular,19,outubro,2,1,-1,0,desconhecido
2530,47,servicos,solteiro,superior,nao,sim,1784,nao,nao,celular,19,outubro,6,2,-1,0,desconhecido
2531,76,operario,divorciado,fundamental,nao,sim,1411,nao,nao,telefone,19,outubro,4,2,187,3,sucesso
2532,39,tecnico,casado,superior,nao,sim,206,nao,nao,celular,20,outubro,2,2,195,2,sucesso
2533,72,operario,casado,fundamental,nao,sim,1388,nao,nao,telefone,20,outubro,9,1,-1,0,desconhecido
2534,77,operario,casado,superior,nao,sim,1807,nao,nao,telefone,20,outubro,6,1,-1,0,desconhecido
2535,36,tecnico,casado,medio,nao,sim,480,nao,nao,celular,20,outubro,4,1,-1,0,desconhecido
2536,65,operario,casado,medio,nao,sim,571,sim,nao,celular,20,outubro,6,1,183,2,sucesso
2537,54,tecnico,casado,medio,nao,sim,3994,nao,sim,celular,20,outubro,10,2,187,2,sucesso
2538,46,administracao,solteiro,medio,nao,sim,1693,sim,nao,celular,20,outubro,7,1,-1,0,desconhecido
2539,28,gestao,solteiro,superior,nao,sim,80,nao,nao,celular,20,outubro,11,2,146,2,fracasso
2540,53,operario,casado,fundamental,nao,sim,2581,nao,nao,celular,21,outubro,14,1,189,1,fracasso
2541,27,operario,solteiro,superior,nao,sim,1134,nao,nao,celular,21,outubro,14,1,183,4,sucesso
2542,33,gestao,solteiro,superior,nao,sim,6807,nao,nao,celular,21,outubro,9,2,184,1,sucesso
2543,87,operario,divorciado,fundamental,nao,sim,6746,nao,nao,telefone,21,outubro,12,1,-1,0,desconhecido
2544,57,gestao,casado,superior,nao,sim,375,nao,nao,celular,21,outubro,2,1,-1,0,desconhecido
2545,33,operario,solteiro,superior,nao,sim,658,sim,nao,celular,21,outubro,5,1,208,1,sucesso
2546,51,tecnico,casado,medio,nao,sim,371,sim,sim,celular,21,outubro,5,1,-1,0,desconhecido
2547,76,operario,divorciado,fundamental,nao,sim,2693,nao,nao,celular,21,outubro,2,2,-1,0,desconhecido
2548,55,gestao,divorciado,superior,nao,sim,0,nao,nao,celular,22,outubro,6,5,-1,0,desconhecido
2549,31,operario,solteiro,superior,nao,sim,6281,nao,nao,celular,22,outubro,4,1,128,3,fracasso
2550,30,tecnico,solteiro,superior,nao,sim,411,nao,nao,celular,22,outubro,2,3,149,2,fracasso
2551,29,operario,casado,medio,nao,sim,123,nao,sim,celular,22,outubro,4,1,184,3,sucesso
2552,27,operario,solteiro,medio,nao,sim,3792,nao,nao,celular,22,outubro,8,1,183,2,sucesso
2553,82,operario,casado,fundamental,nao,sim,8603,nao,nao,celular,22,outubro,5,3,107,1,sucesso
2554,29,tecnico,solteiro,superior,nao,sim,2178,nao,nao,celular,22,outubro,4,2,139,1,fracasso
2555,76,operario,casado,superior,nao,sim,2991,nao,nao,celular,22,outubro,6,1,183,1,sucesso
2556,38,gestao,casado,superior,nao,sim,4174,nao,nao,celular,23,outubro,6,2,184,5,fracasso
2557,60,tecnico,casado,medio,nao,sim,10925,nao,nao,celular,23,outubro,4,3,185,1,sucesso
2558,33,servicos,divorciado,medio,nao,sim,2411,sim,nao,celular,23,outubro,2,1,161,1,fracasso
2559,43,operario,casado,medio,nao,sim,14646,nao,nao,celular,23,outubro,4,1,-1,0,desconhecido
2560,57,gestao,casado,fundamental,nao,sim,6900,nao,nao,celular,23,outubro,4,4,185,2,fracasso
2561,33,gestao,casado,superior,nao,sim,5878,nao,nao,celular,23,outubro,7,1,430,2,fracasso
2562,35,tecnico,solteiro,medio,nao,sim,183,nao,nao,celular,23,outubro,5,1,52,4,fracasso
2563,76,operario,casado,medio,nao,sim,4112,nao,nao,telefone,23,outubro,5,2,-1,0,desconhecido
2564,73,operario,casado,fundamental,nao,sim,542,nao,nao,celular,26,outubro,6,1,180,5,fracasso
2565,41,operario,solteiro,superior,nao,sim,942,nao,nao,celular,27,outubro,2,1,188,1,sucesso
2566,57,tecnico,casado,medio,nao,sim,254,nao,nao,celular,27,outubro,3,1,-1,0,desconhecido
2567,28,tecnico,solteiro,superior,nao,sim,0,sim,nao,celular,27,outubro,2,1,267,1,fracasso
2568,38,operario,solteiro,medio,nao,sim,0,nao,nao,celular,27,outubro,5,1,75,3,fracasso
2569,22,operario,solteiro,medio,nao,sim,23,nao,nao,celular,27,outubro,2,1,-1,0,desconhecido
2570,53,operario,casado,fundamental,nao,sim,732,nao,nao,celular,27,outubro,13,2,-1,0,desconhecido
2571,60,administracao,casado,superior,nao,sim,4629,sim,nao,celular,27,outubro,10,1,-1,0,desconhecido
2572,56,gestao,casado,medio,nao,sim,0,nao,nao,celular,27,outubro,5,1,111,8,fracasso
2573,44,gestao,solteiro,superior,nao,sim,5063,nao,nao,celular,27,outubro,7,2,-1,0,desconhecido
2574,69,operario,divorciado,medio,nao,sim,4572,nao,nao,telefone,27,outubro,2,2,56,1,fracasso
2575,75,operario,casado,superior,nao,sim,4984,nao,nao,telefone,28,outubro,8,1,-1,0,desconhecido
2576,65,operario,casado,fundamental,nao,sim,1004,nao,nao,celular,28,outubro,6,1,-1,0,desconhecido
2577,30,administracao,solteiro,medio,nao,sim,914,sim,nao,celular,28,outubro,9,3,272,1,fracasso
2578,31,gestao,casado,superior,nao,sim,81,sim,nao,celular,29,outubro,3,2,-1,0,desconhecido
2579,54,tecnico,casado,superior,nao,sim,240,sim,nao,celular,29,outubro,2,1,-1,0,desconhecido
2580,26,administracao,solteiro,medio,nao,sim,338,nao,nao,celular,29,outubro,3,1,188,2,desconhecido
2581,51,operario,solteiro,medio,nao,sim,0,nao,nao,celular,29,outubro,28,2,-1,0,desconhecido
2582,72,operario,casado,medio,nao,sim,0,nao,nao,celular,29,outubro,3,3,-1,0,desconhecido
2583,30,gestao,casado,superior,nao,sim,944,nao,nao,celular,29,outubro,4,2,-1,0,desconhecido
2584,50,tecnico,casado,medio,nao,sim,3654,nao,nao,celular,29,outubro,4,2,78,2,fracasso
2585,47,gestao,solteiro,superior,nao,sim,551,nao,nao,celular,29,outubro,2,1,-1,0,desconhecido
2586,61,gestao,casado,superior,nao,sim,477,sim,nao,celular,29,outubro,6,1,520,1,fracasso
2587,30,tecnico,solteiro,medio,nao,sim,853,nao,nao,celular,29,outubro,5,1,148,1,fracasso
2588,21,operario,solteiro,fundamental,nao,sim,8278,nao,nao,celular,29,outubro,7,1,-1,0,desconhecido
2589,62,gestao,casado,superior,nao,sim,7458,nao,nao,celular,30,outubro,4,2,-1,0,desconhecido
2590,26,tecnico,solteiro,medio,nao,sim,44,nao,nao,celular,30,outubro,4,1,-1,0,desconhecido
2591,36,operario,casado,medio,nao,sim,1193,nao,nao,celular,30,outubro,11,1,-1,0,desconhecido
2592,87,operario,casado,fundamental,nao,sim,230,nao,nao,celular,30,outubro,2,1,-1,0,desconhecido
2593,61,operario,casado,fundamental,nao,sim,8729,nao,nao,celular,30,outubro,8,1,-1,0,desconhecido
2594,70,operario,casado,medio,nao,sim,2384,nao,nao,celular,30,outubro,3,2,-1,0,desconhecido
2595,60,gestao,casado,superior,nao,sim,3401,nao,nao,celular,30,outubro,5,1,270,1,fracasso
2596,41,servicos,casado,superior,nao,sim,881,nao,nao,celular,30,outubro,4,3,-1,0,desconhecido
2597,22,operario,solteiro,medio,nao,sim,1522,nao,nao,celular,30,outubro,6,2,-1,0,desconhecido
2598,60,operario,divorciado,medio,nao,sim,4243,nao,nao,celular,30,outubro,7,2,-1,0,desconhecido
2599,54,tecnico,casado,medio,nao,sim,473,nao,sim,celular,2,novembro,3,1,81,1,fracasso
2600,35,operario,solteiro,superior,nao,sim,5462,nao,nao,celular,2,novembro,3,1,186,1,sucesso
2601,59,gestao,casado,medio,nao,sim,4412,nao,nao,celular,2,novembro,3,2,-1,0,desconhecido
2602,29,operario,solteiro,superior,nao,sim,10332,nao,nao,celular,2,novembro,1,3,-1,0,desconhecido
2603,48,gestao,casado,medio,nao,sim,0,sim,sim,celular,3,novembro,21,1,351,2,fracasso
2604,36,gestao,solteiro,superior,nao,sim,62,sim,nao,celular,3,novembro,9,1,182,7,fracasso
2605,52,administracao,solteiro,medio,nao,sim,2398,sim,nao,celular,3,novembro,7,1,-1,0,desconhecido
2606,36,operario,casado,superior,nao,sim,506,nao,nao,celular,3,novembro,4,1,70,2,fracasso
2607,29,tecnico,solteiro,medio,nao,sim,938,nao,nao,celular,3,novembro,6,1,-1,0,desconhecido
2608,76,operario,casado,fundamental,nao,sim,1492,nao,nao,telefone,3,novembro,6,1,-1,0,desconhecido
2609,34,gestao,casado,superior,nao,sim,1778,nao,nao,celular,4,novembro,6,1,162,2,fracasso
2610,54,tecnico,casado,medio,nao,sim,0,nao,nao,celular,6,novembro,8,5,192,8,fracasso
2611,67,operario,casado,fundamental,nao,sim,942,nao,nao,celular,6,novembro,8,2,84,2,fracasso
2612,32,gestao,solteiro,superior,nao,sim,935,nao,nao,celular,9,novembro,3,1,91,7,sucesso
2613,60,operario,casado,superior,nao,sim,10861,nao,nao,celular,9,novembro,2,1,91,2,fracasso
2614,64,operario,casado,superior,nao,sim,2331,nao,nao,telefone,9,novembro,3,1,-1,0,desconhecido
2615,35,gestao,solteiro,superior,nao,sim,1228,nao,nao,celular,9,novembro,12,2,88,12,fracasso
2616,24,operario,solteiro,medio,nao,sim,125,nao,nao,celular,9,novembro,4,1,90,1,fracasso
2617,42,gestao,casado,superior,nao,sim,2816,nao,nao,celular,10,novembro,3,2,-1,0,desconhecido
2618,40,gestao,casado,superior,nao,sim,0,nao,nao,celular,10,novembro,2,1,96,8,sucesso
2619,33,gestao,casado,superior,nao,sim,22867,sim,nao,celular,10,novembro,4,2,92,3,fracasso
2620,71,operario,divorciado,fundamental,nao,sim,1311,nao,nao,celular,10,novembro,5,2,91,1,sucesso
2621,47,administracao,casado,medio,nao,sim,0,nao,nao,celular,10,novembro,4,1,190,1,fracasso
2622,49,gestao,casado,fundamental,nao,sim,3371,nao,nao,celular,11,novembro,4,2,-1,0,desconhecido
2623,26,gestao,solteiro,superior,nao,sim,943,nao,nao,celular,11,novembro,3,1,195,1,sucesso
2624,40,gestao,casado,superior,nao,sim,9366,nao,nao,celular,11,novembro,1,3,-1,0,desconhecido
2625,32,tecnico,solteiro,superior,nao,sim,6746,nao,nao,celular,11,novembro,3,1,-1,0,desconhecido
2626,33,servicos,casado,medio,nao,sim,1076,nao,nao,celular,11,novembro,2,1,96,5,fracasso
